year,type,title,note,journal,doi,author,ENTRYTYPE,ID
2022,Journal,Model Checking for Rectangular Hybrid Systems: A Quantified Encoding Approach,0,arXiv (Cornell University),10.4204/eptcs.361.4,Nguyen L.V.,article,OPAL727
2016,Journal,Time-Abstracting Bisimulation for Markovian Timed Automata,0,International Journal of Software Engineering & Applications,10.5121/ijsea.2016.7403,Mohagheghi M.,article,OPAL728
2021,Journal,On Schedulability Analysis of AADL Architecture with Storage Resource Constraint,0,International Journal of Software and Informatics,10.21655/ijsi.1673-7288.00255,Lu Y.,article,OPAL729
2017,Journal,Formal verification of autonomous vehicle platooning,114,Science of Computer Programming,10.1016/j.scico.2017.05.006,Kamali M.,article,OPAL73
2002,Journal,Fourth Workshop and Tutorial on Practical Use of Coloured Petri Nets and the CPN Tools,13,DAIMI Report Series,10.7146/dpb.v31i560.7117,Jensen K.,article,OPAL730
2023,Journal,Table of Contents,0,IEEE Sensors Journal,10.1109/jsen.2023.3271259,Author U.,article,OPAL731
2007,Journal,Formal specification and verification of real-time systems using Graph Grammars,0,Journal of the Brazilian Computer Society,10.1590/s0104-65002007000400005,Michelon L.,article,OPAL732
2021,Journal,Probabilistic Modeling of Lossless Compression using Improved RLC Algorithm,0,International Journal of Computer Applications,10.5120/ijca2021921838,Phulpoto A.S.,article,OPAL733
2023,InProceedings,Formal verification of BPMN diagrams in Integrated Model of Distributed Systems (IMDS),0,Annals of Computer Science and Information Systems,10.15439/2023f8794,Daszczuk W.,article,OPAL734
2011,Journal,Capsule Reviews,0,The Computer Journal,10.1093/comjnl/bxr075,Kamareddine F.,article,OPAL735
2021,Journal,Controlling the Complexity of Hierarchical Scheduling Frameworks,0,Transdisciplinary Journal of Engineering & Science,10.22545/2021/00160,Woolley B.,article,OPAL736
2013,InProceedings,Scenario-based Testing for Onboard Subsystem,0,Unknown Venue,10.2991/iccnce.2013.20,Zhao W.,article,OPAL737
2024,Journal,Parametric verification to ensure safe behaviour of connected devices,0,Procedia Computer Science,10.1016/j.procs.2024.11.139,Ramparison M.,article,OPAL738
2024,InProceedings,Structural and behavioural verification of web services: An integrated approach,0,AIP conference proceedings,10.1063/5.0193836,Chenthati D.,article,OPAL739
2017,Journal,Engineering Trustworthy Self-Adaptive Software with Dynamic Assurance Cases,174,IEEE Transactions on Software Engineering,10.1109/tse.2017.2738640,Calinescu R.,article,OPAL74
2024,Journal,Optimized QoS Routing in Software-Defined In-Vehicle Networks,0,International Journal of Computers Communications & Control,10.15837/ijccc.2024.1.5962,Zhai Y.,article,OPAL740
2020,Journal,Quantitative Aspects of Programming Languages and Systems over the past 2^4 years and beyond,0,arXiv (Cornell University),10.4204/eptcs.312.1,Aldini A.,article,OPAL741
2025,Journal,Semantic Logical Relations for Timed Message-Passing Protocols,0,Proceedings of the ACM on Programming Languages,10.1145/3704895,Yao Y.,article,OPAL742
2022,Journal,Language Inclusion Checking of Timed Automata Based on Property Patterns,0,Applied Sciences,10.3390/app122412946,Wang T.,article,OPAL743
2022,Journal,Overapproximation of the Number of Active Timers in Timed-Arc Petri Nets Using DP-Systems,0,Proceedings of the Institute for System Programming of RAS,10.15514/ispras-2022-34(5)-12,Dworzanski L.W.,article,OPAL744
2017,InProceedings,A Time-Slot Routing Protocol for Smart Home,0,Unknown Venue,10.2991/icwcsn-16.2017.21,Tian X.,article,OPAL745
2020,InProceedings,Temporal Property-Based Testing of a Timed C Compiler using Time-Flow Graph Semantics,0,Unknown Venue,10.1109/fdl50818.2020.9232935,Natarajan S.,article,OPAL746
2022,Journal,Modeling and Simulation of a Blockchain Consensus for IoT Node Data Validation,0,International Journal of Advanced Computer Science and Applications,10.14569/ijacsa.2022.0131204,Asare B.T.,article,OPAL747
2022,Journal,The Use of Formal Approach and Techniques Applied to Understand and Improve the Blockchain,0,International Journal for Research in Applied Science and Engineering Technology,10.22214/ijraset.2022.45713,Sharma U.,article,OPAL748
2015,Journal,A Formal Method for Specifying The Interface of Components in Real-time Concurrent Systems,0,Research and Development on Information and Communication Technology,10.32913/mic-ict-research.v3.n12.317,Chieu D.V.,article,OPAL749
2022,Journal,Formal Modeling of Self-Adaptive Resource Scheduling in Cloud,0,"Computers, materials & continua/Computers, materials & continua (Print)",10.32604/cmc.2023.032691,Khan A.I.,article,OPAL750
2022,Journal,Modeling and Analysis of Probabilistic Real-time Systems through Integrating Event-B and Probabilistic Model Checking,0,Computer Science,10.7494/csci.2022.23.4.4588,Debbi H.,article,OPAL751
2014,Journal,Precedence Constraint Task Scheduling for Multicore Multikernel Architecture,0,IOSR Journal of Computer Engineering,10.9790/0661-16424353,Daulani H.P.,article,OPAL752
2014,Journal,Formal Specification Based Automatic Test Generation for Embedded Network Systems,0,Journal of Applied Mathematics,10.1155/2014/909762,Choi E.H.,article,OPAL753
2024,Journal,A Contemporary Secure Microservices Discovery Architecture with Service Tags for Smart City Infrastructures,0,VFAST Transactions on Software Engineering,10.21015/vtse.v12i1.1752,Bilal O.,article,OPAL754
2025,Journal,Polynomial Exact Schedulability and Infeasibility Test for Fixed-Priority Scheduling on Multiprocessor Platforms,0,Applied System Innovation,10.3390/asi8010015,Garanina N.,article,OPAL755
2023,Journal,Formal Verification of a MAC Protocol for Underwater Sensor Networks,0,IEEE Access,10.1109/access.2023.3323585,Kumar N.S.,article,OPAL756
2009,Journal,Exploration of the Dendritic Cell Algorithm with the Duration Calculus,0,SSRN Electronic Journal,10.2139/ssrn.2830323,Gu F.,article,OPAL757
2013,Journal,Defining a Formal Semantics for Real-Time Test Specification with TTCN-31,0,International Journal of Software Engineering & Applications,10.5121/ijsea.2013.4102,Serbanescu D.A.,article,OPAL758
2023,Journal,Security-Minded Verification of Cooperative Awareness Messages,0,IEEE Transactions on Dependable and Secure Computing,10.1109/tdsc.2023.3345543,Farrell M.,article,OPAL759
2012,Journal,Statistical Model Checking for Stochastic Hybrid Systems,67,arXiv (Cornell University),10.4204/eptcs.92.9,David A.,article,OPAL76
2025,Journal,"Extract, model, refine: improved modelling of program verification tools through data enrichment",0,Software & Systems Modeling,10.1007/s10270-024-01232-7,Lathouwers S.,article,OPAL760
2020,InProceedings,Safety Requirements and Risk Analysis Related to Insulin Infusion Pumps: A Systematic Review,0,Unknown Venue,10.29327/1298730.23-5,Rocha F.D.S.,article,OPAL761
2023,Journal,A model of actors and grey failures,0,Logical Methods in Computer Science,10.46298/lmcs-19(4:13)2023,Bocchi L.,article,OPAL762
2020,Journal,Improved Efficiency of Object Code Verification Using Statically Abstracted Object Code,0,Scientific Programming,10.1155/2020/6791891,Shaukat N.,article,OPAL763
2023,Journal,Enforcing Timing Properties in Motorway Traffic,0,Electronic Proceedings in Theoretical Computer Science,10.4204/eptcs.395.9,Bischopink C.,article,OPAL764
2015,Journal,"Real-Time Languages, Timed Alternating Automata, and Timed Temporal Logics: Relationships and Specifications",0,Procedia Computer Science,10.1016/j.procs.2015.08.409,Fellah A.,article,OPAL765
2006,Journal,Predicate Diagrams for the Verification of Real-Time Systems,0,Electronic Notes in Theoretical Computer Science,10.1016/j.entcs.2005.10.010,Kang E.Y.,article,OPAL766
2009,Journal,A Term Rewriting Technique for Decision Graphs,0,Electronic Notes in Theoretical Computer Science,10.1016/j.entcs.2009.10.016,Badban B.,article,OPAL767
2011,InProceedings,Compositional timing analysis,0,Unknown Venue,10.1145/2071589.2071593,Bliudze S.,article,OPAL768
2011,Journal,RESETting Timed Machines,0,Journal of Computing and Information Technology,10.2498/cit.1001762,Stulman A.,article,OPAL769
2012,InProceedings,A hybrid approach to cyber-physical systems verification,77,Unknown Venue,10.1145/2228360.2228484,Kumar P.,article,OPAL77
2023,Journal,Formal Management-Specifying Approach for Model-Based Safety Assessment,0,Journal of Systems Engineering and Electronics,10.23919/jsee.2023.000154,Xu C.,article,OPAL770
2020,Journal,Toward a Formalization of BPEL 2.0 : An Algebra Approach,0,International journal of web service computing,10.5121/ijwsc.2020.11101,Boumlik N.L.,article,OPAL771
2024,Journal,Accelerating Finite State Machine-Based Testing Using Reinforcement Learning,0,IEEE Transactions on Software Engineering,10.1109/tse.2024.3358416,Türker U.C.,article,OPAL772
1998,Journal,Modelling and Verification of PREMO Synchronisable Objects,0,Formal Aspects of Computing,10.1007/s001650050024,Faconti G.P.,article,OPAL773
2024,Journal,Evaluation of visual property specification languages based on practical model-checking experience,0,Journal of Systems and Software,10.1016/j.jss.2024.112153,Pakonen A.,article,OPAL774
2022,InProceedings,Technical Program,0,2023 IEEE International Conference on Consumer Electronics (ICCE),10.1109/icce53296.2022.9730380,Author U.,article,OPAL775
2019,InProceedings,Program for Xplore,0,"2021 International Conference on Innovation and Intelligence for Informatics, Computing, and Technologies (3ICT)",10.1109/3ict.2019.8910284,Bastaki E.,article,OPAL776
2023,Journal,Optimal controller synthesis for timed systems,0,Logical Methods in Computer Science,10.46298/lmcs-19(1:20)2023,Gaston D.B.,article,OPAL777
2004,Journal,Formal verification of timed systems: a survey and perspective,98,Proceedings of the IEEE,10.1109/jproc.2004.831197,Wang N.F.,article,OPAL78
2011,InProceedings,PAT 3: An Extensible Architecture for Building Multi-domain Model Checkers,74,Unknown Venue,10.1109/issre.2011.19,Liu Y.,article,OPAL79
2015,InProceedings,Verification of real-time properties based on Event-B models,0,Advances in computer science research,10.2991/iiicec-15.2015.22,Zhao J.,article,OPAL80
2011,Journal,PLC-Statecharts: An Approach to Integrate UML-Statecharts in Open-Loop Control Engineering – Aspects on Behavioral Semantics and Model-Checking,47,IFAC Proceedings Volumes,10.3182/20110828-6-it-1002.02207,Witsch D.,article,OPAL81
2003,Journal,Fun with FireWire: A Comparative Study of Formal Verification Methods Applied to the IEEE 1394 Root Contention Protocol,42,Formal Aspects of Computing,10.1007/s001650300009,Stoelinga M.,article,OPAL82
2001,Journal,Efficient Guiding Towards Cost-Optimality in UPPAAL,39,BRICS Report Series,10.7146/brics.v8i4.20458,Behrmann G.,article,OPAL83
2012,InProceedings,"Viewpoints, formalisms, languages, and tools for cyber-physical systems",79,Unknown Venue,10.1145/2508443.2508452,Broman D.,article,OPAL84
2012,InProceedings,A survey of formal methods in self-adaptive systems,159,Unknown Venue,10.1145/2347583.2347592,Weyns D.,article,OPAL86
2017,Journal,Model-based testing for software safety: a systematic mapping study,69,Software Quality Journal,10.1007/s11219-017-9386-2,Gurbuz H.G.,article,OPAL87
2015,Journal,How to model and prove hybrid systems with KeYmaera: a tutorial on safety,69,International Journal on Software Tools for Technology Transfer,10.1007/s10009-015-0367-0,Quesel J.D.,article,OPAL88
2017,Journal,Predictive runtime verification of timed properties,49,Journal of Systems and Software,10.1016/j.jss.2017.06.060,Pinisetty S.,article,OPAL89
2003,Journal,Online On-the-Fly Testing of Real-time Systems,34,BRICS Report Series,10.7146/brics.v10i49.21821,Mikucionis M.,article,OPAL9
2009,Journal,Model checking,241,Communications of the ACM,10.1145/1592761.1592781,Clarke E.M.,article,OPAL90
2011,Journal,Analysis of a clock synchronization protocol for wireless sensor networks,37,Theoretical Computer Science,10.1016/j.tcs.2011.07.018,Heidarian F.,article,OPAL92
2018,Journal,Dependable Model-driven Development of CPS,33,ACM Transactions on Cyber-Physical Systems,10.1145/3078623,Jiang Y.,article,OPAL93
2003,Journal,Probabilistic Model Checking of Deadline Properties in the IEEE 1394 FireWire Root Contention Protocol,98,Formal Aspects of Computing,10.1007/s001650300007,Kwiatkowska M.,article,OPAL94
2018,Journal,Conditional simple temporal networks with uncertainty and decisions,35,Theoretical Computer Science,10.1016/j.tcs.2018.09.023,Zavatteri M.,article,OPAL95
2006,Journal,State space computation and analysis of Time Petri Nets,41,Theory and Practice of Logic Programming,10.1017/s147106840600264x,GARDEY G.,article,OPAL96
2001,Journal,Minimum-Cost Reachability for Priced Timed Automata,62,BRICS Report Series,10.7146/brics.v8i3.20457,Behrmann G.,article,OPAL98
2011,InProceedings,GeTeX: A tool for testing Real-Time Embedded Systems using CAN applications,6,Proceedings 18th IEEE International Conference and Workshops on Engineering of Computer Based Systems Ecbs 2011,10.1109/ECBS.2011.25,AbouTrab M.,article,SCOPAbouTrabM.2011231
2010,InProceedings,Fault coverage measurement of a timed test case generation approach,4,17th IEEE International Conference and Workshops on the Engineering of Computer Based Systems Ecbs 2010,10.1109/ECBS.2010.22,AbouTrab M.S.,article,SCOPAbouTrabM.S.2010299
2013,Journal,Testing real-time embedded systems using timed automata based approaches,23,Journal of Systems and Software,10.1016/j.jss.2012.12.030,Aboutrab M.S.,article,SCOPAboutrabM.S.201379
2015,InProceedings,Green computing: Power optimisation of VFI-based real-time multiprocessor dataflow applications,9,Proceedings 18th Euromicro Conference on Digital System Design Dsd 2015,10.1109/DSD.2015.59,Ahmad W.,article,SCOPAhmadW.2015179
2016,InProceedings,Hierarchical system schedulability analysis framework using UPPAAL,5,IEICE Transactions on Information and Systems,10.1587/transinf.2016EDL8003,Ahn S.J.,article,SCOPAhnS.J.2016244
2019,Journal,Schedulability analysis of real-time multiframe cosimulations on multicore platforms,0,Turkish Journal of Electrical Engineering and Computer Sciences,10.3906/elk-1807-334,Ahsan M.,article,SCOPAhsanM.2019474
2017,Journal,Finding minimum and maximum termination time of timed automata models with cyclic behaviour,5,Theoretical Computer Science,10.1016/j.tcs.2016.12.020,Al-Bataineh O.,article,SCOPAl-BatainehO.2017255
2018,InProceedings,A comparative study of decision diagrams for real-time model checking,0,LNCS,10.1007/978-3-319-94111-0_13,Al-Bataineh O.,article,SCOPAl-BatainehO.2018464
2023,Journal,Formal verification of the pub-sub blockchain interoperability protocol using stochastic timed automata,0,Frontiers in Blockchain,10.3389/fbloc.2023.1248962,Alam M.T.,article,SCOPAlamM.T.2023516
1997,Journal,Real-time system = discrete system + clock variables,24,International Journal on Software Tools for Technology Transfer,10.1007/s100090050007,Alur R.,article,SCOPAlurR.199775
2013,InProceedings,Real-time migration properties of rTiMo verified in Uppaal,21,LNCS,10.1007/978-3-642-40561-7_3,Aman B.,article,SCOPAmanB.201384
2001,InProceedings,A real-time animator for hybrid systems,3,LNCS,10.1007/3-540-45245-1_9,Amnell T.,article,SCOPAmnellT.2001315
2004,Journal,TIMES: A Tool for Schedulability Analysis and Code Generation of Real-Time Systems,109,LNCS,10.1007/978-3-540-40903-8_6,Amnell T.,article,SCOPAmnellT.200410
2023,Journal,stohMCharts: A Modeling Framework for Quantitative Performance Evaluation of Cyber-Physical-Social Systems,1,IEEE Access,10.1109/ACCESS.2023.3272672,An D.,article,SCOPAnD.2023427
2012,InProceedings,Enhancing the inverse method with state merging,3,LNCS,10.1007/978-3-642-28891-3_10,André E.,article,SCOPAndréE.2012327
2017,Journal,DTRON: A tool for distributed Model-Based testing of time critical applications,14,Proceedings of the Estonian Academy of Sciences,10.3176/proc.2017.1.08,Anier A.,article,SCOPAnierA.2017122
2023,Journal,A Novel Framework for the Design of Resilient Cyber-Physical Systems Using Control Theory and Formal Methods,3,IEEE Access,10.1109/ACCESS.2023.3295421,Anto K.,article,SCOPAntoK.2023350
2012,InProceedings,Model checking approach to real-time aspects of denial-of-service attack,2,Communications in Computer and Information Science,10.1007/978-3-642-31965-5_10,Arai T.,article,SCOPAraiT.2012369
2020,InProceedings,Simulation of Hybrid Reo Connectors,2,Proceedings of Rtest 2020 3rd Csi Cpssi International Symposium on Real Time and Embedded Systems and Technologies,10.1109/RTEST49666.2020.9140111,Ardeshir-Larijani E.,article,SCOPArdeshir-LarijaniE.2020392
2015,InProceedings,"A Framework for Composition, Verification and Real-Time Performance of Multimedia Interactive Scenarios",4,Proceedings International Conference on Application of Concurrency to System Design Acsd,10.1109/ACSD.2015.8,Arias J.,article,SCOPAriasJ.2015300
2020,InProceedings,Methods for Modeling Urban Road Traffic Using Timed Automata,3,Lecture Notes in Mechanical Engineering,10.1007/978-3-030-50794-7_10,Avram C.,article,SCOPAvramC.2020341
2011,InProceedings,Interoperability modeling methods for embedded devices in vehicles,0,2011 4th International Conference on Logistics Logistiqua 2011,10.1109/LOGISTIQUA.2011.5939441,Ayaida M.,article,SCOPAyaidaM.2011517
2023,InProceedings,A Model-Driven Framework for Water Supply Management System (MWS),0,Proceedings 2023 International Conference on Frontiers of Information Technology Fit 2023,10.1109/FIT60620.2023.00051,Azhar M.,article,SCOPAzharM.2023540
2018,InProceedings,Firmness analysis of real-time applications under static-priority preemptive scheduling,2,Proceedings of the IEEE Real Time and Embedded Technology and Applications Symposium Rtas,10.1109/RTAS.2018.00037,Baghban Behrouzian A.R.,article,SCOPBaghbanBehrouzianA.R.2018372
2013,InProceedings,Abstraction and verification of properties of a real-time java,3,Communications in Computer and Information Science,10.1007/978-3-642-35737-4_1,Baklanova N.,article,SCOPBaklanovaN.2013319
2013,InProceedings,A formal model of resource sharing conflicts in multithreaded Java,0,Ceur Workshop Proceedings,,Baklanova N.,article,SCOPBaklanovaN.2013496
2012,InProceedings,Modeling and verification of network protocol specs using timed pi-calculus,0,International Congress on Ultra Modern Telecommunications and Control Systems and Workshops,10.1109/ICUMT.2012.6459786,Barakat K.,article,SCOPBarakatK.2012485
2008,Journal,Specification and Verification of the IEEE 802.11 Medium Access Control and an Analysis of its Applicability to Real-Time Systems,2,Electronic Notes in Theoretical Computer Science,10.1016/j.entcs.2007.08.024,Barboza F.J.R.,article,SCOPBarbozaF.J.R.2008371
2022,Journal,Exploring the ERTMS/ETCS full moving block specification: an experience with formal methods,18,International Journal on Software Tools for Technology Transfer,10.1007/s10009-022-00653-3,Basile D.,article,SCOPBasileD.2022102
2014,InProceedings,Modeling of real-time embedded systems using SysML and its verification using UPPAAL and DiVinE,16,Proceedings of the IEEE International Conference on Software Engineering and Service Sciences Icsess,10.1109/ICSESS.2014.6933529,Basit-Ur-Rahim M.A.,article,SCOPBasit-Ur-RahimM.A.2014108
1999,InProceedings,Efficient timed reachability analysis using clock difference diagrams,93,LNCS,10.1007/3-540-48683-6_30,Behrmann G.,article,SCOPBehrmannG.199914
2001,InProceedings,UPPAAL - Present and future,76,Proceedings of the IEEE Conference on Decision and Control,,Behrmann G.,article,SCOPBehrmannG.200122
2002,InProceedings,UPPAAL implementation secrets,51,LNCS,10.1007/3-540-45739-9_1,Behrmann G.,article,SCOPBehrmannG.200234
2003,Journal,To store or not to store,39,LNCS,10.1007/978-3-540-45069-6_40,Behrmann G.,article,SCOPBehrmannG.200345
2004,Journal,Lower and Upper Bounds in Zone Based Abstractions of Timed Automata,37,LNCS,10.1007/978-3-540-24730-2_25,Behrmann G.,article,SCOPBehrmannG.200451
2005,InProceedings,Priced timed automata: Algorithms and applications,67,LNCS,10.1007/11561163_8,Behrmann G.,article,SCOPBehrmannG.200524
2006,InProceedings,Lower and upper bounds in zone-based abstractions of timed automata,76,International Journal on Software Tools for Technology Transfer,10.1007/s10009-005-0190-0,Behrmann G.,article,SCOPBehrmannG.200623
2011,Journal,Developing U PPAAL over 15 years,77,Software Practice and Experience,10.1002/spe.1006,Behrmann G.,article,SCOPBehrmannG.201121
2011,InProceedings,Schedulability analysis of transactions in software transactional memory using timed automata,4,Proc 10th IEEE Int Conf on Trust Security and Privacy in Computing and Communications Trustcom 2011 8th IEEE Int Conf on Embedded Software and Systems Icess 2011 6th Int Conf on Fcst 2011,10.1109/TrustCom.2011.149,Belwal C.,article,SCOPBelwalC.2011298
1996,InProceedings,UPPAAL-a tool suite for automatic verification of real-time systems,548,LNCS,10.1007/BFb0020949,Bengtsson J.,article,SCOPBengtssonJ.19961
1996,InProceedings,Verification of an audio protocol with bus collision using UPPAAL,66,LNCS,10.1007/3-540-61474-5_73,Bengtsson J.,article,SCOPBengtssonJ.199625
1996,InProceedings,UPPAAL in 1995,43,LNCS,10.1007/3-540-61042-1_66,Bengtsson J.,article,SCOPBengtssonJ.199640
2002,Journal,Automated verification of an audio-control protocol using Uppaal,32,Journal of Logic and Algebraic Programming,10.1016/S1567-8326(02)00036-X,Bengtsson J.,article,SCOPBengtssonJ.200256
2008,InProceedings,Compositional abstraction in real-time model checking,19,LNCS,10.1007/978-3-540-85778-5_17,Berendsen J.,article,SCOPBerendsenJ.200896
2011,InProceedings,An abstract model of a coordination protocol using the UPPAAL model checker,0,Proceedings 2011 IFIP 9th International Conference on Embedded and Ubiquitous Computing Euc 2011,10.1109/EUC.2011.14,Bhandal C.,article,SCOPBhandalC.2011446
2014,InProceedings,Verification of quasi-synchronous systems with Uppaal,9,AIAA IEEE Digital Avionics Systems Conference Proceedings,10.1109/DASC.2014.6979532,Bhattacharyya S.,article,SCOPBhattacharyyaS.2014174
2021,Journal,Online and proactive vehicle rerouting with uppaal stratego,5,Transportation Research Record,10.1177/03611981211000348,Bilgram A.,article,SCOPBilgramA.2021250
2009,InProceedings,Verification of safety logic designs by model checking,11,6th American Nuclear Society International Topical Meeting on Nuclear Plant Instrumentation Control and Human Machine Interface Technologies 2009,,Björkman K.,article,SCOPBjörkmanK.2009155
2023,InProceedings,Safe Integration of Learning in SystemC using Timed Contracts and Model Checking,1,Proceedings 2023 21st ACM IEEE International Symposium on Formal Methods and Models for System Design Memocode 2023,10.1145/3610579.3611078,Blohm P.,article,SCOPBlohmP.2023422
2014,InProceedings,A review of statistical model checking pitfalls on real-time stochastic models,13,LNCS,10.1007/978-3-662-45231-8_13,Bohlender D.,article,SCOPBohlenderD.2014131
2007,InProceedings,MOTOR: The MODEST tool environment,12,LNCS,10.1007/978-3-540-71209-1_38,Bohnenkamp H.,article,SCOPBohnenkampH.2007141
2004,InProceedings,Synthesis and stochastic assessment of schedules for lacquer production,13,Proceedings First International Conference on the Quantitative Evaluation of Systems Qest 2004,10.1109/QEST.2004.1348013,Bohnenkamp H.C.,article,SCOPBohnenkampH.C.2004132
2003,Journal,Verification of Timeliness QoS Properties in Multimedia Systems,5,LNCS,10.1007/978-3-540-39893-6_30,Bordbar B.,article,SCOPBordbarB.2003268
2005,InProceedings,Testing deadlock-freeness in real-time systems: A formal approach,2,Lecture Notes in Computer Science,10.1007/978-3-540-31848-4_7,Bordbar B.,article,SCOPBordbarB.2005360
2010,Journal,A formal approach for safe controllers analysis,2,Romanian Review Precision Mechanics Optics and Mechatronics,,Borges P.,article,SCOPBorgesP.2010380
2012,InProceedings,Compositional refinement for real-time systems with priorities,3,Proceedings 2012 19th International Symposium on Temporal Representation and Reasoning Time 2012,10.1109/TIME.2012.21,Boudjadar A.,article,SCOPBoudjadarA.2012323
2012,InProceedings,Revising and extending the uppaal communication mechanism,1,LNCS,10.1007/978-3-642-30564-1_8,Boudjadar A.,article,SCOPBoudjadarA.2012397
2013,InProceedings,Extending UPPAAL for the modeling and verification of dynamic real-time systems,11,LNCS,10.1007/978-3-642-40213-5_8,Boudjadar A.,article,SCOPBoudjadarA.2013152
2014,InProceedings,Compositional schedulability analysis of an avionics system using UPPAAL,9,Ceur Workshop Proceedings,,Boudjadar A.,article,SCOPBoudjadarA.2014173
2016,InProceedings,Compositional predictability analysis of mixed critical real time systems,3,Communications in Computer and Information Science,10.1007/978-3-319-29510-7_4,Boudjadar A.,article,SCOPBoudjadarA.2016312
2014,InProceedings,Degree of schedulability of mixed-criticality real-time systems with probabilistic sporadic tasks,10,Proceedings 2014 International Symposium on Theoretical Aspects of Software Engineering Tase 2014,10.1109/TASE.2014.27,Boudjadar A.J.,article,SCOPBoudjadarA.J.2014162
2014,InProceedings,Model checking process algebra of communicating resources for real-Time systems,0,Proceedings Euromicro Conference on Real Time Systems,10.1109/ECRTS.2014.24,Boudjadar A.J.,article,SCOPBoudjadarA.J.2014454
2016,InProceedings,Performance-aware scheduling of multicore time-critical systems,7,2016 ACM IEEE International Conference on Formal Methods and Models for System Design Memocode 2016,10.1109/MEMCOD.2016.7797753,Boudjadar J.,article,SCOPBoudjadarJ.2016211
2017,InProceedings,Schedulability and memory interference analysis of multicore preemptive real-time systems,4,Icpe 2017 Proceedings of the 2017 ACM Spec International Conference on Performance Engineering,10.1145/3030207.3030233,Boudjadar J.,article,SCOPBoudjadarJ.2017288
2018,InProceedings,Towards a Schedulability-driven Architecture Exploration for Mixed Criticality Multicore Systems,0,Proceedings of the 2018 IEEE ACM 22nd International Symposium on Distributed Simulation and Real Time Applications Ds RT 2018,10.1109/DISTRA.2018.8600927,Boudjadar J.,article,SCOPBoudjadarJ.2018519
2020,InProceedings,A Cost-effective Scheduling Control for a Safety Critical Hybrid Power System,2,Proceedings of the 2020 IEEE ACM 24th International Symposium on Distributed Simulation and Real Time Applications Ds RT 2020,10.1109/DS-RT50469.2020.9213541,Boudjadar J.,article,SCOPBoudjadarJ.2020378
2021,InProceedings,A Safety-Driven Cost Optimization for the Real-Time Operation of a Hybrid Energy System,0,Lecture Notes in Networks and Systems,10.1007/978-3-030-65796-3_38,Boudjadar J.,article,SCOPBoudjadarJ.2021468
2018,Journal,Mapping OWL-S process model to timed automata: A model-Checking timed temporal logic oriented approach,0,Journal of Information Technology Research,10.4018/JITR.2018010103,Boumaza A.,article,SCOPBoumazaA.2018520
2009,Journal,Verification of complex real-time systems using rewriting logic,0,Journal of Computing and Information Technology,10.2498/cit.1001272,Bourahla M.,article,SCOPBourahlaM.2009456
2013,Journal,Analyzing an embedded sensor with timed automata in uppaal,5,Transactions on Embedded Computing Systems,10.1145/2539036.2539040,Bourke T.,article,SCOPBourkeT.2013252
2004,Journal,Forward analysis of updatable timed automata,82,Formal Methods in System Design,10.1023/B:FORM.0000026093.21513.31,Bouyer P.,article,SCOPBouyerP.200418
2022,InProceedings,"Zone-Based Verification of Timed Automata: Extrapolations, Simulations and What Next?",6,LNCS,10.1007/978-3-031-15839-1_2,Bouyer P.,article,SCOPBouyerP.2022240
1998,Journal,Automatic Verification of a Lip-Synchronisation Protocol Using UPPAAL,20,Formal Aspects of Computing,10.1007/s001650050032,Bowman H.,article,SCOPBowmanH.199893
1999,InProceedings,Modelling timeouts without timelocks,12,LNCS,10.1007/3-540-48778-6_20,Bowman H.,article,SCOPBowmanH.1999146
2005,InProceedings,A tool for the syntactic detection of zeno-timelocks in timed automata,7,Electronic Notes in Theoretical Computer Science,10.1016/j.entcs.2005.09.006,Bowman H.,article,SCOPBowmanH.2005202
2008,Journal,Models and formal verification of multiprocessor system-on-chips,28,Journal of Logic and Algebraic Programming,10.1016/j.jlap.2008.05.002,Brekling A.,article,SCOPBreklingA.200863
2017,InProceedings,Timed-automata-based verification of MITL over signals,4,Leibniz International Proceedings in Informatics Lipics,10.4230/LIPIcs.TIME.2017.7,Brihaye T.,article,SCOPBrihayeT.2017294
2017,InProceedings,Mightyl: A compositional translation from mitl to timed automata,28,LNCS,10.1007/978-3-319-63387-9_21,Brihaye T.,article,SCOPBrihayeT.201762
1998,InProceedings,Automatic analysis of embedded systems specified in Astral,2,Proceedings of the Hawaii International Conference on System Sciences,,Brink K.,article,SCOPBrinkK.1998366
2002,Journal,Verification and optimization of a PLC control schedule,28,International Journal on Software Tools for Technology Transfer,10.1007/s10009-002-0079-0,Brinksma E.,article,SCOPBrinksmaE.200264
2005,InProceedings,Test derivation from timed automata,7,LNCS,,Briones L.B.,article,SCOPBrionesL.B.2005212
2019,InProceedings,Analysing Termination and Consistency in the AVB's Stream Reservation Protocol,2,IEEE International Conference on Emerging Technologies and Factory Automation ETFA,10.1109/ETFA.2019.8869273,Bujosa D.,article,SCOPBujosaD.2019386
2019,InProceedings,Formal Verification of the FTTRS Mechanisms for the Consistent Update of the Traffic Schedule,0,IEEE International Conference on Emerging Technologies and Factory Automation ETFA,10.1109/ETFA.2019.8869421,Bujosa D.,article,SCOPBujosaD.2019539
2021,Journal,CSRP: An Enhanced Protocol for Consistent Reservation of Resources in AVB/TSN,3,IEEE Transactions on Industrial Informatics,10.1109/TII.2020.3015926,Bujosa D.,article,SCOPBujosaD.2021322
